City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chennai,17-05-2021,72.6,354.6,34.9,148.3,9.2,42.9,5.3,59.4,22.8,12.37,7.34,2.47,109,Poor
Kolkata,17-05-2021,425.6,34.4,164.8,33.1,8.5,20.5,4.49,65.8,22,15.63,3.43,4.95,235.1,Severe
Bangalore,17-05-2021,127,492.4,6.3,3.5,142.6,33.8,9.78,66.9,94,11,10.11,4.46,107.1,Severe
Delhi,18-05-2021,267,140.4,166.5,55.5,76.4,33.9,3.05,15.1,2.5,14.77,14.91,1.92,461.5,Good
Mumbai,18-05-2021,267.4,284.5,135.3,87,141.5,8.1,3.37,98,177.2,13.7,20.54,4.71,337.1,Moderate
Chennai,18-05-2021,442.4,276.5,54.1,83.9,155.1,27,9.92,83.6,39.8,17.24,0.79,4.78,336.6,Very Poor
Kolkata,18-05-2021,63.7,482.4,193,127,104.1,27.3,2.63,86.9,136.6,14.36,1.92,4.87,65.9,Moderate
Bangalore,18-05-2021,381.9,363.8,24.2,103.8,84,30.5,5.03,35.2,4.5,16.81,6.82,6.92,90.8,Very Poor
Delhi,19-05-2021,188.8,168.2,159,40.9,20.2,35.5,6.33,22.8,170.2,15.11,24.36,9.73,296.7,Good
Mumbai,19-05-2021,195.3,249.6,112.4,52.8,110.9,41.9,9.57,88.1,133,5.58,19.72,0.74,432.6,Moderate
Chennai,19-05-2021,35.4,437.2,127.3,104.7,198.1,3.8,4.45,53.4,65.4,19.46,17.83,8.22,379.3,Severe
Kolkata,19-05-2021,96.5,10,91.2,118.7,62.6,42.6,5.84,97.9,164.3,6.68,29.81,3.76,438.8,Severe
Bangalore,19-05-2021,381.1,353.5,152.1,91.6,147.4,47.9,8.74,0.9,129,18.73,0.8,8.29,107.3,Severe
Delhi,20-05-2021,447.1,402.2,111.1,133.4,161.2,38.7,8.58,56.7,128.1,3.34,6.22,2.61,142.9,Satisfactory
Mumbai,20-05-2021,354.4,51.8,33.8,32.8,56.9,10.7,2.84,38.3,24.8,3.96,28.53,1.96,402.9,Good
Chennai,20-05-2021,269.8,282.9,31.4,26,70.6,35.7,1.68,84.5,124.6,17.84,10.58,9.58,134.3,Poor
Kolkata,20-05-2021,115.4,344.9,100.4,139.5,160.5,18.9,8.77,22,185.9,16.4,0.38,7.6,393.2,Poor
Bangalore,20-05-2021,258.3,142,147.8,140.5,11.4,23.4,9.25,5.8,21.5,13.94,21.31,1.56,176.9,Severe
Delhi,21-05-2021,475.7,108.5,169,44.5,230,24.1,2.12,10.3,64.2,17.69,26.45,0.77,415.1,Moderate
Mumbai,21-05-2021,257.3,323.2,47.1,49.1,243.2,34.2,6.15,68.1,175.6,1.56,23.56,9.29,278,Poor
Chennai,21-05-2021,493,180.3,189.8,3.7,163.9,14.1,9.11,75,29.9,6.3,27.36,2.22,274.2,Moderate
Kolkata,21-05-2021,421,322.5,89.2,30.7,248.4,12.8,8.05,41.4,15.5,12.9,21.01,3.15,158.8,Poor
Bangalore,21-05-2021,95.1,437.9,190.5,149.1,4.9,17.9,6.89,52.1,16.9,18.6,18.97,9.42,471.1,Severe
Delhi,22-05-2021,433.2,258.6,153.2,121.4,246.4,1.7,6.53,97.8,0.3,18.42,27.31,2.01,391.9,Moderate
Mumbai,22-05-2021,10.8,335.3,134.7,139.9,19.7,45.5,0.38,65,166.6,15.29,14.55,7.71,134.9,Good
Chennai,22-05-2021,168.6,341.5,164.7,131.4,34.5,15,4.45,50.8,28.7,4.41,12.25,4.67,384.5,Poor
Kolkata,22-05-2021,39.7,463.7,34.5,47.5,134.5,42.4,6.76,70.7,15.3,6.83,4.37,4.42,479.8,Moderate
Bangalore,22-05-2021,186.5,488.8,142.1,85.3,138.1,36.7,9.13,4.1,196,14.67,17.02,8.18,297.6,Severe
Delhi,23-05-2021,48.6,235.9,190.8,98.7,176.1,8.5,2.19,4.9,72.2,9.86,23.05,5.79,415.9,Very Poor
Mumbai,23-05-2021,220.5,527.4,13.2,68.4,69.5,28.8,7.38,32.8,73.4,11.52,20.08,1.01,345.4,Poor
Chennai,23-05-2021,259.3,130.6,108.3,22.7,233,18.9,9.23,96.4,43.6,1.28,18.47,1.3,219.1,Very Poor
Kolkata,23-05-2021,137.6,216.1,52.3,115.8,136.6,17.9,8.44,77.9,166.8,1.11,6.92,7.68,84.8,Poor
Bangalore,23-05-2021,260,125.6,112.8,92.9,161.4,19.3,4.18,18.4,185.8,2.95,12.46,5.27,37.1,Good
Delhi,24-05-2021,87.3,523.6,63.3,64.9,72.3,30.7,6.35,53.7,75.2,16.47,13.52,3.9,495.5,Very Poor
Mumbai,24-05-2021,344.7,385.7,78.1,127.3,1,36.6,1.03,81.7,36.3,8.85,25.41,7.21,172.9,Satisfactory
Chennai,24-05-2021,351,104.4,195.9,23,158.4,42.4,0.59,86.6,59.8,12.11,2.85,7.81,8.7,Good
Kolkata,24-05-2021,103,0.5,148,2.1,83,19.3,4.42,88.4,168,9.74,18.65,5.28,408.3,Very Poor
Bangalore,24-05-2021,374.6,2.6,55,139.9,50.1,46.9,0.38,58.9,27.7,12.37,24.58,6.5,37.1,Poor
Delhi,25-05-2021,26.6,408.8,157.2,46.8,163.2,4.6,5.55,19.2,188.1,6.3,20.74,7.84,125.4,Poor
Mumbai,25-05-2021,236.8,358.7,18.1,51.2,96.7,0.2,9.58,13.3,109.4,11.1,16.82,2.26,318,Very Poor
Chennai,25-05-2021,67.2,561,64.7,129.1,6.7,44.8,4.59,96.3,7.5,17.23,14.85,9.07,361.1,Very Poor
Kolkata,25-05-2021,494.4,367.8,188.7,64.7,144.4,41.6,3.92,64.5,156,2.76,19.23,1.41,7,Good
Bangalore,25-05-2021,437.1,497.5,155.6,24.2,47.4,42.8,7.28,15.8,58.4,12.79,16.24,3.46,227,Severe
Delhi,26-05-2021,153.1,231.5,40.4,40.8,143.8,44.9,9.29,5.7,4.2,15.17,7.29,3.25,161,Good
Mumbai,26-05-2021,360.6,385.5,141.2,29.2,156.3,5.3,3.84,37.5,192.9,1.7,4.78,6.87,183.7,Satisfactory
Chennai,26-05-2021,472.9,134.7,177.8,144.2,158.9,31.5,7.13,75.7,18.6,12.35,17.97,3.56,446.5,Good
Kolkata,26-05-2021,5.1,94.8,90.1,79.3,21.5,1.5,5.85,59.2,196.3,10.29,15.96,0.81,95.8,Poor
Bangalore,26-05-2021,475.1,547.6,63.3,114.5,93,49.9,9.98,90.2,188.8,11.73,19.81,3.37,235.6,Satisfactory
Delhi,27-05-2021,440.3,63.6,75.3,112.5,23.3,19.6,6.66,85.5,134.6,6.33,29.98,6.01,352.8,Poor
Mumbai,27-05-2021,224.7,585.3,116.8,16.5,115.2,12.8,0.47,72,104.8,2.15,4.03,5.82,133.8,Severe
Chennai,27-05-2021,254.1,12.3,45.6,147.2,38.2,4.3,7.86,94.5,197.2,1.05,19.06,9.46,437.6,Poor
Kolkata,27-05-2021,466,70,162.5,63.8,106.9,27.3,6.83,37.7,179.1,19.17,10.16,7.28,353.5,Very Poor
Bangalore,27-05-2021,76.4,96.4,127.1,116.2,205.6,46,0.95,90.5,5.7,1.67,10.15,2.56,411.3,Good
Delhi,28-05-2021,112.5,506.4,33,46.8,155.6,20,2.72,95.8,175.3,18.74,5.07,0.18,187.5,Moderate
Mumbai,28-05-2021,403.3,151.4,162.1,36.8,198.5,41.4,3.87,20.2,112.8,3.42,13.49,2.91,483.1,Moderate
Chennai,28-05-2021,432,164.6,44,16.2,24.1,48.5,2.86,24.8,186.4,0.25,26.38,9.56,263,Poor
Kolkata,28-05-2021,201.8,449.8,41.4,51.3,92.5,23.5,4.25,6.5,114.5,11.66,28.97,4.32,309.9,Satisfactory
Bangalore,28-05-2021,317.4,74.2,43.1,143.6,189.5,31.5,0.89,61.2,146.3,9.85,22.17,2.63,218.1,Poor
Delhi,29-05-2021,306.3,551,90.4,74.7,45,6.8,0.07,98.6,199.7,9.8,5.85,1.4,451.2,Very Poor
Mumbai,29-05-2021,225.8,363.8,73.9,65.6,155.7,45.4,3.53,64,78.3,6.23,2.72,3.55,363.4,Satisfactory
Chennai,29-05-2021,140.8,22.4,19.9,90.4,187.4,2.2,3.17,1.4,196,8.56,12.9,1.99,78.5,Very Poor
Kolkata,29-05-2021,72.1,540.3,5,30.3,144.4,12.7,8.65,84.1,30.9,9.31,10.48,2.91,356.9,Good
Bangalore,29-05-2021,324.2,488.7,94.6,7,94.9,41.8,1.66,21.8,177.4,14.79,26.73,7.61,145.8,Severe
Delhi,30-05-2021,400.6,200.4,176,142.5,194.6,19.9,1.28,88.7,86.7,7.27,8.58,2.14,20.6,Moderate
Mumbai,30-05-2021,96,591.9,52.7,145.8,16.1,39.9,8.13,2.3,141.3,9.02,28.67,0.66,76.6,Severe
Chennai,30-05-2021,437.8,414.1,5,144.1,202,35.9,7.32,29.2,128.3,11.27,2.71,9.41,50.3,Very Poor
Kolkata,30-05-2021,138.1,110.8,91,109.5,184,46.3,0.58,58.9,77.5,3.79,23.63,2.79,419.9,Satisfactory
Bangalore,30-05-2021,370.6,243.5,29.7,43.7,99.3,34.6,7.58,61.4,133.4,19.82,4.81,7.4,27.7,Good
Delhi,31-05-2021,362,299.3,129.2,33.9,147.9,4.3,2.75,36.3,117.7,18.03,0.71,6.9,110.4,Good
Mumbai,31-05-2021,296.8,4.9,143.6,86,110,12.6,4.72,61.6,71.4,15.17,0.16,1.12,354.8,Moderate
Chennai,31-05-2021,438.9,285.6,56.1,94,148.2,40.9,8.82,40.3,157.3,9.28,12.67,0.09,399,Poor
Kolkata,31-05-2021,203,565.8,140.2,148.7,206.3,36.7,5.95,96.9,150.3,16.67,4.26,2.35,171.8,Satisfactory
Bangalore,31-05-2021,266.9,216.1,87.2,98.5,113.4,35.9,7.15,42.8,25.8,9.97,16.7,1.43,38.8,Poor
Delhi,01-06-2021,416.8,404.3,25.8,52,10.6,42.1,6.68,56.7,190.8,11.76,27.69,8.25,323,Severe
Mumbai,01-06-2021,394.5,69.7,170.2,12.2,76.9,2.2,2.55,94.9,179.8,8.19,27.29,7.66,295.5,Moderate
Chennai,01-06-2021,484.5,98.8,85.3,28.2,15.4,1,8.2,34.8,67.5,15.51,23.05,0.97,226.8,Severe
Kolkata,01-06-2021,12.8,470.6,8.5,17.4,161.2,4.6,6.21,5.7,69.2,1.78,8.41,6.49,328.8,Very Poor
Bangalore,01-06-2021,463.2,554,11.9,73.7,210.2,30.1,9.97,4.7,165.2,1.19,6.07,1.79,286.5,Very Poor
Delhi,02-06-2021,17.5,306.7,50.9,111.8,130.5,33.6,4.64,22.2,155.8,3.83,0.41,1.67,41.4,Severe
Mumbai,02-06-2021,4.3,109.9,105.6,124.6,39.3,9,3.12,7.8,169.8,5.61,13.64,1.54,268.2,Moderate
Chennai,02-06-2021,432.4,591.8,89.4,65.3,58.2,24.4,6.53,18,39.4,16.42,25.13,3.39,27.4,Severe
Kolkata,02-06-2021,197,488.2,60.6,82.1,222.1,33.1,9.25,81.5,50,1.35,13.85,7.72,16.8,Severe
Bangalore,02-06-2021,459.8,107.4,55,37.8,216.9,42,7.49,54.7,0.4,18.77,0.33,9.25,66.9,Poor
Delhi,03-06-2021,409.2,228.1,60.7,108.2,143.9,6.9,4.27,92,131.6,19.37,0.73,2.19,173,Satisfactory
Mumbai,03-06-2021,487,286.8,143.2,109.4,47.3,41.1,5.19,16.8,24.5,0.1,14.52,1.78,87.6,Severe
Chennai,03-06-2021,376.3,363.2,121.7,67.3,89.7,42.7,8.47,69.9,171.8,0.94,23.98,6.15,60.7,Severe
Kolkata,03-06-2021,271.9,314.1,57.4,82.8,93.4,14.6,9.19,70.4,135.3,13.12,12.7,9.43,190.1,Very Poor
Bangalore,03-06-2021,286.1,323.8,86.1,1.1,180.5,49.9,4.58,77.1,137.3,16.8,11.44,1.59,361.4,Satisfactory
Delhi,04-06-2021,415,129.4,105.1,62.5,106.5,43.3,2.7,75.2,77.3,13.41,16.69,1.45,181.8,Very Poor
Mumbai,04-06-2021,258.5,324.1,15.3,63,26.9,17.2,4.47,2.7,127.6,13.37,19.76,5.69,493.3,Good
Chennai,04-06-2021,455.1,574.1,31.6,105.7,155.4,4.4,8.62,2.3,64.8,16.39,19.73,2.02,143.6,Severe
Kolkata,04-06-2021,46.2,346.7,139.7,52.3,103,29.9,2.85,54.1,21.2,12.97,21.79,3.94,405.2,Severe
Bangalore,04-06-2021,216.2,142.4,104.2,145.3,55.3,0.5,1.57,53.2,136.1,12.8,12.78,6.02,142.6,Poor
Delhi,05-06-2021,223.7,185.6,145.2,70.4,42,17.9,3.31,22.4,89.7,10.9,17.02,6.08,107.5,Poor
Mumbai,05-06-2021,375.2,258.3,70.9,16.4,21.8,32.2,8.31,40.7,24.8,12.83,26.95,2.54,179,Poor
Chennai,05-06-2021,17.2,205,43.8,44,207.6,31.6,6.09,95.7,194.8,2.14,27.23,4.11,177.1,Moderate
Kolkata,05-06-2021,366.3,508.5,35.3,52.5,117.2,39.6,9.08,80.4,121.7,19.47,8.02,5.22,486.7,Moderate
Bangalore,05-06-2021,494.8,483.4,137.3,91.9,250,12.8,6.92,41,122.1,0.86,27.71,0.8,241.5,Severe
Delhi,06-06-2021,261.5,36.7,43.7,119.5,232.8,35.2,6.76,46.8,88.5,2.39,17.5,4.27,44.7,Very Poor
Mumbai,06-06-2021,82,599.5,190,77.5,186.4,49.7,5.43,45.8,38,18.42,1.53,5.57,181.9,Satisfactory
Chennai,06-06-2021,335.5,346.3,182.1,3.8,26,28.5,9.67,18.8,137.9,7.09,20.76,5.39,263,Poor
Kolkata,06-06-2021,60,166,8.5,131.1,146.3,39.7,1.23,76.8,135.6,5.23,13.61,8.79,373.2,Satisfactory
Bangalore,06-06-2021,204.4,304,68.4,123,195,17.7,2.81,40.9,36.4,18.67,4.65,2.92,74.9,Severe
Delhi,07-06-2021,285.5,536.1,123.7,103.1,152.5,5.8,3,39.2,104.9,18.16,16.56,7.87,173.7,Satisfactory
Mumbai,07-06-2021,71.4,305,145.2,19.5,122.1,32.5,8.94,10.7,183.1,3.67,15.2,3.98,176.1,Satisfactory
Chennai,07-06-2021,308,363.9,136.2,26.8,129.2,5.3,4.55,48.8,100.5,19.35,29.69,6.58,165.4,Good
Kolkata,07-06-2021,341.4,364.7,182.8,38.9,13.2,12.2,2.4,25.6,6.9,15.44,5.22,2.13,11.2,Severe
Bangalore,07-06-2021,3.4,550,103.3,18.7,222.4,48.4,1.91,89.5,13.5,5.3,19.8,1.93,147.6,Good
Delhi,08-06-2021,310.8,195.2,165.2,3,192.8,13,1.84,25.9,76,3.25,4.86,0.18,146,Satisfactory
Mumbai,08-06-2021,443.4,125.7,122.3,0.7,112.8,34.4,8.47,12.8,6.5,15.2,6.25,7.13,255,Poor
Chennai,08-06-2021,88.7,296.6,27.4,31.3,52.5,15.8,1.4,96.5,119.2,14.18,2.13,6.63,421.2,Moderate
Kolkata,08-06-2021,40.8,470.6,89.8,92.4,170.4,5.8,8.86,8.8,7.4,2.72,26.5,6.7,17.7,Severe
Bangalore,08-06-2021,109.9,518.9,49.7,144.3,101.1,14.9,6.78,57.8,191.7,6.89,28.59,8.22,335.6,Poor
Delhi,09-06-2021,129.3,488.3,165.2,39.4,230.3,23.9,4.46,99.7,165.8,10.57,25.74,1.23,375.6,Poor
Mumbai,09-06-2021,34.6,323.7,81.1,144.1,247.8,6.5,5.47,59.7,32.8,3.01,18.8,3.14,296.9,Severe
Chennai,09-06-2021,449.6,502.4,151.3,1.1,110.3,33,1.85,90.3,103.5,17.68,25.96,2.19,429.6,Good
Kolkata,09-06-2021,382,224.5,138.3,107.6,72.9,44,7.03,90.9,109.5,2.21,6.68,7.75,118.2,Severe
Bangalore,09-06-2021,62.9,285,189,10.5,217.6,35.2,6.03,88.1,165.8,0.84,23.59,1.45,489,Satisfactory
Delhi,10-06-2021,454,594.2,90.7,75.3,43.5,10.6,3.6,96.4,161.9,10.23,0.47,5.27,85.9,Moderate
Mumbai,10-06-2021,214.7,321.2,59.2,10.6,21.3,47.3,6.1,47.1,174.7,4.49,10.13,6.91,375.5,Severe
Chennai,10-06-2021,219.7,15,84.3,78.5,69.4,39.8,3.4,27.9,184,17.14,2.91,4.18,319,Moderate
Kolkata,10-06-2021,374.7,574.4,54.6,53,190.9,0.8,8.05,71.1,51.3,18.93,26.44,0.79,295.6,Severe
Bangalore,10-06-2021,347,515.5,130.9,136.7,209.8,20.4,4.54,32.3,172,6.49,4.6,0.96,295.8,Satisfactory
Delhi,11-06-2021,212.2,522.1,7.8,109.7,38.2,1.5,6.52,48.3,125.7,8.92,17.44,4.54,272.8,Satisfactory
Mumbai,11-06-2021,338.9,279.1,28.4,2.4,84.2,30,5.82,83.3,151,16.74,27.89,4.23,256.4,Good
Chennai,11-06-2021,159.7,420,120.8,126.1,174,10.4,4.16,65.9,40.7,4.07,28.25,8.45,263.6,Moderate
Kolkata,11-06-2021,377,112.9,98.7,91,140.7,4.1,1.9,10.9,50.8,16.38,26.96,9.76,133.9,Moderate
Bangalore,11-06-2021,72.1,178.8,31.8,128.1,101.7,21.7,9.17,81.8,163.7,12.54,22.16,0.79,263.5,Severe
Delhi,12-06-2021,319.5,160.4,87,15.4,225.5,42.7,5.96,39.3,9.5,14.92,19.22,6.03,233.4,Moderate
Mumbai,12-06-2021,151.5,315.6,186.5,147.1,163.8,21.5,5.1,41.3,189.2,10.92,18.06,3.6,457.5,Poor
Chennai,12-06-2021,269.2,306.3,35.7,14.4,18.2,3.5,0.79,81.5,107.2,19.23,22.16,5.59,312.9,Poor
Kolkata,12-06-2021,80.8,336.4,23.7,113.8,5.8,3.1,5.68,53,117.3,9.72,13.5,5.08,295.3,Good
Bangalore,12-06-2021,26.7,159.7,198.3,7.3,54.3,26.5,2.37,24.4,166.1,6.3,12.99,1.84,388.3,Good
Delhi,13-06-2021,390.4,5.9,45.2,62.4,83.7,39.6,6.52,39.6,187.6,10.51,21.33,1.2,19.5,Severe
Mumbai,13-06-2021,123.1,464.7,39.2,126.7,35.7,8.2,1.56,62.1,122.7,11.95,27.78,5.04,394.8,Poor
Chennai,13-06-2021,480.3,522.4,6.4,30.2,34.5,7.6,9.35,84.2,86.9,14.8,9.27,9.37,492.3,Poor
Kolkata,13-06-2021,231.8,572.7,182.9,56.2,88.9,27,0.62,21.8,72.8,2.27,9.87,3.32,318.5,Severe
Bangalore,13-06-2021,85.6,391.3,3.3,2.3,154.6,23.3,5.51,2,199.5,7.36,22.35,1.37,122.8,Moderate
Delhi,14-06-2021,347,168.2,17.5,61.6,22.7,24.2,8.12,95.9,146.3,0.82,14.43,2.82,164,Moderate
Mumbai,14-06-2021,20.7,470.6,80.6,122.9,175,5.7,9.44,28.7,153.4,3.64,22.42,7.59,188.9,Satisfactory
Chennai,14-06-2021,2,359.8,0.9,45.3,110.6,12,5.13,52.4,35.1,16.55,18.88,6.6,356,Severe
Kolkata,14-06-2021,169.1,439.1,173.6,12.9,219.3,41.8,4.13,78.6,105.3,7.63,24.23,7.32,383,Good
Bangalore,14-06-2021,498.1,9.4,178.9,120.4,226,48.1,8.55,77.2,81.3,8.37,24.27,3.41,356.3,Good
Delhi,15-06-2021,291.5,492.2,25.6,75.9,155.9,26.4,4.84,39.6,126.1,11,6.93,6.7,238.3,Good
Mumbai,15-06-2021,377.2,497.7,20.8,42.6,49.1,1.3,8.63,93.7,172.6,7.19,2.82,6.49,304,Very Poor
Chennai,15-06-2021,94.1,38.2,102.7,54.1,12,15.2,0.21,35,122.3,13.65,23.71,2.56,104.2,Satisfactory
Kolkata,15-06-2021,32.8,291.7,26.4,61.2,204.4,4.5,0.59,83.5,149.3,17.7,6.76,5.87,57.7,Good
Bangalore,15-06-2021,467.5,493.4,102.6,53.7,121.2,1.6,6.66,4.5,48,4.5,22.65,4.78,165.8,Severe
Delhi,16-06-2021,262,472.7,19.8,96,22.2,48.3,9.86,99.3,190.3,19.42,2.74,0.68,496.9,Very Poor
Mumbai,16-06-2021,493.8,63.4,77.7,61.4,38.9,17.6,6.76,62.5,61.9,5.62,13.83,2.84,188.8,Moderate
Chennai,16-06-2021,199.7,39.3,98.3,108.8,19.1,11.4,1.08,41.2,148.8,2.19,13.46,0.76,411.6,Very Poor
Kolkata,16-06-2021,376.1,115.4,58,106.7,181.2,45.2,1.77,70.8,43.5,2.03,12.62,8.12,403.2,Poor
Bangalore,16-06-2021,458.2,60.1,101,48.7,136.5,20.1,3.8,50.5,185,2.45,19.45,5.47,316.6,Severe
Delhi,17-06-2021,353.3,219.4,183.7,101.3,108.7,12.5,4.66,14,177.3,8.78,1.5,6.86,343.3,Severe
Mumbai,17-06-2021,213.9,390.1,123.3,98.5,98.2,0.7,7.35,80,50.5,13.7,5.8,9.27,427.9,Good
Chennai,17-06-2021,52,177.2,84.4,135.3,172.1,30.4,8,54,149,19.04,2.46,9.75,151.2,Moderate
Kolkata,17-06-2021,147.2,194.5,60.7,44.1,234.3,9.5,9.98,47.6,68.2,13.64,15.16,5.78,391.6,Moderate
Bangalore,17-06-2021,144.9,88.3,78,15.5,37.2,23.5,2.88,32.9,124.9,2.59,3.17,9.78,172,Poor
Delhi,18-06-2021,231.9,93.8,196.1,148.6,223.1,38.9,8.13,81.8,174.3,1,21.41,1.29,47.7,Very Poor
Mumbai,18-06-2021,423.7,226.2,196,104,165,6,8.78,17.1,110.6,9.26,0.38,8.05,312.9,Moderate
Chennai,18-06-2021,252.4,513.4,101.9,140,47.3,29.6,6.27,39.5,124.3,11.21,27.79,9.53,164.6,Good
Kolkata,18-06-2021,134,212.1,26.7,105.5,221.6,32,2.92,69.5,61.8,1.89,24.47,8.92,101.5,Good
Bangalore,18-06-2021,92.5,245.9,158.8,4.3,87.8,48.9,8.75,68.3,167.6,4.04,25.51,9.97,128.9,Very Poor
Delhi,19-06-2021,274,38.3,177.7,127.7,89.2,2.7,3.03,54.7,172.7,14.5,29.21,0.83,131.7,Severe
Mumbai,19-06-2021,131.4,323.8,186.5,122.1,142.7,38,7.62,94.3,122.2,16.84,0.13,8.76,64.2,Very Poor
Chennai,19-06-2021,308.7,448.5,11.2,52.6,79.3,20.6,2.74,12.2,32.2,7.16,8.5,2.19,352.2,Satisfactory
Kolkata,19-06-2021,305.8,274.9,175.8,25.1,12.5,24.4,2.45,18,100.1,5.22,29.63,1.74,215.4,Poor
Bangalore,19-06-2021,443.3,413.2,152.6,104.3,85.9,45.1,4.29,55.7,108.8,19.66,2.24,7.88,351.5,Very Poor
Delhi,20-06-2021,498.3,128.6,58.8,90.9,50.2,42.2,5.12,26.2,22.5,14,16.47,7.35,270.2,Moderate
Mumbai,20-06-2021,384,466.7,88.3,107.9,57.1,5.5,7.76,22.6,176.2,4.75,11.41,6.42,17.4,Very Poor
Chennai,20-06-2021,59.5,280.7,198.8,97.8,147.4,26.4,5.92,48.8,146.4,18.29,9.65,2.11,203.8,Good
Kolkata,20-06-2021,38.1,565.9,131.3,15.6,105.2,33.4,8.82,58.1,129.8,17.56,26.15,9.19,167,Good
Bangalore,20-06-2021,234.3,86.6,72.6,99.6,3.5,8.6,9.42,55.7,95.5,10.61,14.86,3.58,221.7,Poor
Delhi,21-06-2021,187.3,481.2,185.8,7.3,222.2,0.3,3.26,10.3,63.2,17.48,20.94,8.09,406.8,Moderate
Mumbai,21-06-2021,221,85.2,152.5,5.8,77.1,16.5,2.79,64.1,147.2,0.68,19.4,9.72,264.1,Moderate
Chennai,21-06-2021,158.2,594.5,79.8,41.6,105.5,21,0.58,6.1,15.2,3.66,5.46,9.94,29.8,Severe
Kolkata,21-06-2021,284.1,105.7,164.4,65.8,102.4,27.7,9.19,66,129.7,1.81,20.83,4.89,72.4,Very Poor
Bangalore,21-06-2021,376.7,358.9,24.2,142.8,208,22.2,4.09,76,157.3,7.8,4.38,9.74,368.1,Poor
Delhi,22-06-2021,153.9,542.8,40.9,12.7,176.5,19.1,3.33,87.3,133.7,19.51,9.03,0.7,227.1,Severe
Mumbai,22-06-2021,260.6,270.9,31.4,97.7,61,2.8,8.7,77.5,106.6,17.2,24.9,1.59,196,Poor
Chennai,22-06-2021,493.2,498.9,197.3,132.2,212.7,41.4,8.58,74.8,153.6,0.83,25.42,0.54,140.8,Very Poor
Kolkata,22-06-2021,95.9,346.5,45.7,91.8,204.2,5.4,2.91,50.8,128.3,2.56,4.78,0.84,69.3,Very Poor
Bangalore,22-06-2021,446.7,50.2,59.9,20.5,186.6,3.1,8.58,77.2,132.5,16.49,23.39,3.56,394.7,Good
Delhi,23-06-2021,68.6,479,165.3,28.4,200.3,14.9,1.08,81.7,166.4,0.32,29.28,8.32,266.6,Satisfactory
Mumbai,23-06-2021,108.4,267.4,181.7,31.1,120.2,44.6,3.7,54.1,162.9,4.97,22.7,4.59,145.4,Very Poor
Chennai,23-06-2021,89.7,562,62.9,144.1,158.3,41.3,1.65,84.4,159.3,9.98,5.19,1.99,209.2,Poor
Kolkata,23-06-2021,77.7,223.8,153,57.9,56.8,36.5,5.96,15.4,59.1,12.55,22.95,1.59,347.6,Severe
Bangalore,23-06-2021,487.8,70.3,83.1,14.9,90.4,22.5,6.48,66,61.9,1.03,20.45,6.97,177.7,Satisfactory
Delhi,24-06-2021,10,58.6,56.1,107,15.6,47.5,7.41,66.6,169.3,18.12,13.48,6.87,132.1,Satisfactory
Mumbai,24-06-2021,248.9,181,195.5,1.4,150,3.9,2.12,1.8,107.9,15.86,14.79,9.08,392.9,Severe
Chennai,24-06-2021,125.5,323.7,71.4,74.5,72.7,1.3,1.42,26.1,177.2,18.02,16.88,5.52,300.3,Moderate
Kolkata,24-06-2021,227.6,429.1,177.6,133.5,193.8,42.8,6.07,55.8,76.6,3.49,18.8,6.96,485.5,Satisfactory
Bangalore,24-06-2021,483.3,147.5,3,21.7,172,0.4,9.55,2.9,32.7,14.41,7.03,1.26,250.9,Severe
Delhi,25-06-2021,386.6,431.7,166.6,58.3,189.7,4.3,8.86,42.9,182.9,2.37,9.22,9.79,336.2,Good
Mumbai,25-06-2021,378.7,476.7,104.5,135.8,93.3,29.4,5.47,19.7,80.2,3.71,25.33,0.92,6.2,Good
Chennai,25-06-2021,295.4,36.8,78.7,123.7,51.5,48,8.74,95.5,106.3,4.3,19.16,5.28,405.1,Satisfactory
Kolkata,25-06-2021,270.7,481,20.1,91.9,85.5,32.8,2.95,42.3,189.7,0.24,23.6,7.69,220.6,Good
Bangalore,25-06-2021,386.2,326.4,39.3,19.8,225.1,10.6,9.45,77,1.4,9.7,4.85,1.4,130.3,Moderate
Delhi,26-06-2021,292.7,430.2,14.7,62.5,225.8,32,1.3,59.3,87.3,3.79,15.87,7.65,94.6,Very Poor
Mumbai,26-06-2021,63.7,515.1,72.5,144.1,23.7,30,7.65,74.5,61.3,16.74,6.25,7.04,228.2,Very Poor
Chennai,26-06-2021,234.8,173.4,84.5,37.6,102.9,31.7,5.11,90.6,143.9,18.73,17.88,9.51,72.7,Satisfactory
Kolkata,26-06-2021,408.6,68,93.4,132.4,26.2,32.5,3.98,72.3,39.1,4.54,21.17,9.36,183,Satisfactory
Bangalore,26-06-2021,187.6,575.6,6.3,57,188.7,24.3,5.16,64.8,165,0.23,18.93,3.96,440.4,Moderate
Delhi,27-06-2021,67.9,427.9,125.2,52.9,1,43.4,7.09,29.6,151,18.45,8.04,6.16,15.4,Very Poor
Mumbai,27-06-2021,186.1,245.9,104.9,1.2,196,33.1,6.34,21.5,199.2,11.5,9.8,2.58,324,Moderate
Chennai,27-06-2021,250,423.7,68.8,56.5,47,8,7.54,83.8,136.8,15.36,25.79,3.21,46.8,Very Poor
Kolkata,27-06-2021,111,307.9,141.3,40.6,65.5,25,4.07,2.7,43,4.67,22.82,3.04,338.9,Moderate
